Employee Number,Employee Full Name,Date of Birth,Gender,Position Type,Division,Function Name,Recruitment Type,Joined On,Confirmation Date,Position Job Level (Label),Employee Type,Employee Status,Assignment Status,Last Promotion Date
472201,Vihaan Agarwal,01-05-2003,Male,Contract,Division A,Operations,Internal,11-06-2023,28-06-2021,Mid,Temporary,Inactive,Assigned,21-06-2023
200193,Diya Shah,28-12-1996,Female,Part-time,Division A,Operations,Internal,09-06-2024,31-12-2021,Mid,Contractual,Active,Assigned,16-05-2024
935111,Riya Pandey,26-11-2002,Male,Full-time,Division B,Marketing,Internal,21-02-2024,25-08-2021,Junior,Temporary,Active,Unassigned,06-07-2021
701157,Riya Pandey,13-05-1992,Female,Part-time,Division A,Operations,Internal,11-05-2022,27-12-2021,Senior,Permanent,Active,Unassigned,03-09-2022
267042,Sai Krishna,10-10-1963,Male,Part-time,Division B,Operations,Internal,18-09-2023,02-08-2022,Mid,Contractual,Active,Assigned,07-07-2021
563723,Sai Krishna,05-12-1964,Male,Contract,Division C,Marketing,Internal,29-09-2020,24-12-2019,Senior,Temporary,Active,Unassigned,07-03-2024
798703,Aarya Mishra,02-09-1969,Male,Full-time,Division C,Marketing,External,11-02-2024,21-10-2021,Lead,Temporary,Active,Unassigned,03-04-2024
851161,Reyansh Gupta,23-08-2003,Female,Contract,Division A,Operations,External,16-08-2020,29-09-2019,Mid,Temporary,Active,Assigned,18-10-2020
123596,Arjun Reddy,12-11-1966,Male,Part-time,Division C,Operations,External,07-02-2022,17-03-2020,Lead,Temporary,Active,Assigned,24-02-2023
344581,Ananya Mehta,14-07-1965,Female,Contract,Division C,Marketing,Internal,18-12-2021,13-05-2021,Lead,Contractual,Inactive,Assigned,15-12-2021
139746,Aditya Kumar,14-08-1974,Female,Full-time,Division A,Marketing,Internal,05-06-2024,07-03-2022,Junior,Permanent,Inactive,Unassigned,01-02-2020
234568,Arjun Reddy,23-07-1968,Female,Contract,Division C,Operations,Internal,05-02-2023,25-11-2022,Junior,Contractual,Active,Assigned,10-10-2021
106154,Myra Kapoor,01-11-1995,Female,Part-time,Division B,Operations,External,21-11-2021,12-11-2020,Lead,Contractual,Active,Unassigned,19-02-2024
454168,Sai Krishna,27-07-1994,Male,Full-time,Division C,Operations,External,16-02-2022,22-03-2020,Lead,Temporary,Active,Unassigned,24-07-2020
945639,Aarav Sharma,09-07-1972,Female,Full-time,Division C,Operations,Internal,22-01-2023,05-09-2022,Junior,Temporary,Inactive,Unassigned,13-02-2022
577064,Reyansh Gupta,07-11-1988,Female,Full-time,Division B,Marketing,External,05-12-2021,10-12-2020,Senior,Temporary,Active,Assigned,20-03-2023
119495,Ishaan Singh,28-10-1991,Female,Contract,Division B,Marketing,Internal,27-02-2023,13-05-2022,Mid,Permanent,Inactive,Unassigned,13-08-2022
896686,Aditya Kumar,04-01-1976,Male,Full-time,Division C,Marketing,Internal,03-03-2022,30-01-2020,Mid,Contractual,Active,Unassigned,02-11-2022
307583,Ayaan Roy,17-03-1979,Male,Part-time,Division B,Operations,External,16-01-2023,05-06-2022,Senior,Temporary,Active,Unassigned,29-03-2024
155499,Diya Shah,21-08-1968,Female,Part-time,Division B,Operations,External,09-03-2024,28-01-2020,Mid,Permanent,Active,Unassigned,14-07-2023
698404,Ayaan Roy,24-04-1967,Male,Full-time,Division C,Operations,External,16-04-2021,29-11-2020,Lead,Permanent,Active,Unassigned,13-09-2020
275971,Avni Shukla,19-12-1965,Female,Contract,Division C,Operations,Internal,07-07-2024,16-06-2020,Junior,Permanent,Active,Unassigned,14-08-2021
822240,Aarav Sharma,07-10-2000,Male,Part-time,Division C,Operations,External,26-07-2023,29-04-2020,Mid,Temporary,Active,Unassigned,18-01-2021
697695,Sai Krishna,17-05-1987,Female,Contract,Division A,Marketing,External,07-03-2020,13-02-2020,Mid,Temporary,Active,Assigned,19-10-2022
950855,Vihaan Agarwal,19-06-1999,Male,Full-time,Division B,Operations,Internal,06-12-2021,13-07-2021,Lead,Temporary,Active,Unassigned,03-02-2021
428830,Avni Shukla,14-03-2003,Female,Part-time,Division C,Operations,Internal,25-11-2022,02-05-2022,Mid,Temporary,Active,Unassigned,11-07-2023
498658,Reyansh Gupta,30-05-1968,Male,Part-time,Division A,Operations,External,17-08-2023,20-09-2021,Junior,Contractual,Active,Unassigned,26-01-2020
849037,Aadhya Verma,25-06-1974,Male,Part-time,Division C,Marketing,Internal,19-04-2020,04-05-2019,Lead,Permanent,Active,Unassigned,19-02-2020
872021,Ayaan Roy,08-08-1995,Female,Contract,Division C,Operations,External,20-06-2021,13-05-2021,Mid,Contractual,Inactive,Unassigned,11-06-2021
624066,Aadhya Verma,04-09-1984,Female,Full-time,Division A,Marketing,Internal,22-10-2021,15-02-2021,Lead,Permanent,Active,Assigned,28-03-2024
776986,Ananya Mehta,05-10-1993,Female,Contract,Division C,Operations,Internal,14-07-2023,25-05-2021,Lead,Permanent,Active,Assigned,18-04-2024
510764,Aadhya Verma,11-10-1976,Male,Part-time,Division B,Operations,External,26-11-2020,02-02-2020,Mid,Contractual,Active,Assigned,27-04-2023
200374,Ishaan Singh,05-07-1977,Female,Full-time,Division A,Operations,External,11-11-2022,21-07-2020,Mid,Temporary,Active,Unassigned,21-03-2023
841590,Aarya Mishra,07-09-1973,Female,Full-time,Division C,Operations,Internal,03-10-2023,03-07-2021,Junior,Temporary,Active,Unassigned,30-05-2023
526413,Avni Shukla,09-02-1981,Male,Contract,Division C,Operations,External,28-07-2021,21-09-2020,Lead,Temporary,Inactive,Assigned,20-09-2021
459337,Aarohi Jain,08-11-1981,Female,Contract,Division B,Operations,External,03-03-2022,15-11-2020,Lead,Permanent,Active,Unassigned,26-05-2023
399846,Riya Pandey,14-01-1982,Male,Contract,Division A,Marketing,External,03-03-2020,13-02-2020,Lead,Temporary,Active,Assigned,20-11-2021
789902,Ayaan Roy,28-03-2004,Male,Full-time,Division A,Marketing,Internal,08-10-2021,09-03-2021,Lead,Permanent,Active,Assigned,13-04-2023
682937,Sai Krishna,19-08-2001,Female,Full-time,Division C,Marketing,Internal,14-04-2023,10-04-2021,Junior,Contractual,Active,Assigned,13-08-2023
868136,Aarohi Jain,21-02-1983,Female,Contract,Division B,Marketing,External,25-12-2023,11-08-2021,Junior,Temporary,Active,Unassigned,26-01-2024
212152,Ananya Mehta,10-02-1996,Female,Part-time,Division B,Marketing,Internal,15-09-2020,05-06-2020,Mid,Permanent,Active,Unassigned,30-01-2023
794951,Aarav Sharma,06-01-1980,Male,Full-time,Division C,Operations,Internal,02-01-2022,04-09-2020,Mid,Temporary,Inactive,Unassigned,08-11-2022
266333,Aarya Mishra,29-02-1988,Male,Full-time,Division B,Operations,External,22-11-2022,25-06-2020,Mid,Temporary,Active,Unassigned,12-09-2021
890115,Aditya Kumar,21-04-1984,Female,Full-time,Division C,Operations,Internal,31-08-2021,21-05-2021,Mid,Contractual,Active,Unassigned,06-05-2024
396008,Arjun Reddy,26-02-1973,Male,Part-time,Division C,Marketing,External,29-03-2021,27-02-2021,Mid,Temporary,Active,Assigned,11-02-2020
581770,Reyansh Gupta,30-03-1978,Female,Contract,Division B,Operations,Internal,01-08-2023,24-07-2023,Lead,Permanent,Inactive,Unassigned,12-12-2023
347042,Reyansh Gupta,23-03-2004,Female,Part-time,Division A,Operations,External,25-01-2022,14-08-2021,Senior,Permanent,Active,Unassigned,10-05-2024
580841,Diya Shah,27-06-1986,Female,Contract,Division A,Marketing,External,31-03-2022,28-10-2021,Lead,Temporary,Active,Assigned,20-09-2020
834933,Ananya Mehta,16-10-1966,Male,Contract,Division B,Operations,Internal,23-08-2020,18-12-2019,Mid,Contractual,Active,Assigned,09-05-2023
229233,Sai Krishna,14-11-1964,Female,Part-time,Division A,Operations,Internal,02-08-2020,05-12-2019,Senior,Temporary,Inactive,Assigned,14-01-2021
855039,Arjun Reddy,10-02-1975,Female,Full-time,Division B,Operations,External,14-12-2022,10-04-2021,Senior,Permanent,Inactive,Unassigned,21-07-2022
967518,Ishaan Singh,12-01-1999,Female,Part-time,Division B,Marketing,External,22-11-2020,17-10-2020,Senior,Contractual,Inactive,Unassigned,23-07-2024
597207,Anika Desai,02-09-1974,Female,Part-time,Division C,Operations,Internal,15-05-2020,27-01-2020,Junior,Temporary,Active,Assigned,26-02-2020
152590,Krishna Nair,06-08-1981,Male,Full-time,Division A,Marketing,External,14-12-2021,16-08-2021,Lead,Temporary,Inactive,Assigned,05-01-2024
779358,Sai Krishna,21-04-1968,Male,Part-time,Division B,Operations,External,06-06-2023,08-05-2023,Senior,Permanent,Active,Assigned,26-03-2022
340923,Aadhya Verma,09-08-1992,Female,Part-time,Division C,Operations,External,05-11-2023,02-02-2023,Senior,Contractual,Active,Unassigned,27-06-2020
908242,Vihaan Agarwal,22-06-1969,Male,Contract,Division C,Marketing,Internal,15-11-2023,06-09-2022,Mid,Permanent,Active,Unassigned,15-03-2023
173408,Aditya Kumar,07-10-1979,Female,Part-time,Division C,Marketing,External,29-04-2023,04-12-2022,Mid,Contractual,Active,Assigned,18-10-2022
205765,Vihaan Agarwal,21-07-2001,Female,Contract,Division C,Marketing,External,03-09-2021,14-11-2020,Senior,Permanent,Active,Assigned,11-06-2022
530164,Aarav Sharma,30-05-2003,Male,Contract,Division A,Operations,Internal,16-06-2020,05-12-2019,Lead,Temporary,Active,Assigned,12-10-2021
216797,Ananya Mehta,05-05-1976,Female,Contract,Division C,Operations,Internal,13-02-2021,18-03-2020,Lead,Temporary,Active,Unassigned,24-04-2021
366918,Riya Pandey,20-03-1980,Male,Part-time,Division A,Marketing,External,10-01-2020,07-03-2019,Mid,Contractual,Active,Unassigned,17-05-2023
258372,Aadhya Verma,15-06-1986,Male,Part-time,Division A,Operations,External,02-06-2023,31-08-2020,Mid,Temporary,Active,Unassigned,08-03-2021
740502,Aarav Sharma,16-12-1997,Female,Part-time,Division A,Marketing,Internal,09-02-2023,29-08-2022,Senior,Contractual,Active,Assigned,27-03-2021
968481,Aadhya Verma,21-10-1987,Male,Contract,Division C,Marketing,Internal,26-03-2020,05-06-2019,Mid,Permanent,Active,Unassigned,18-12-2021
278680,Vivaan Patel,24-07-1998,Female,Full-time,Division B,Marketing,Internal,06-06-2020,12-05-2020,Lead,Contractual,Active,Assigned,21-05-2022
339871,Diya Shah,06-04-1997,Male,Part-time,Division A,Operations,External,19-06-2022,24-11-2020,Junior,Temporary,Active,Assigned,04-08-2021
285089,Vihaan Agarwal,24-01-1971,Female,Full-time,Division A,Operations,External,13-06-2024,23-10-2020,Senior,Contractual,Active,Assigned,22-05-2023
954532,Myra Kapoor,29-05-2004,Female,Full-time,Division B,Marketing,External,07-07-2023,31-08-2022,Mid,Contractual,Active,Unassigned,17-02-2022
935401,Aarohi Jain,29-09-1977,Female,Full-time,Division A,Marketing,External,11-01-2022,29-09-2021,Junior,Permanent,Active,Unassigned,02-06-2024
151182,Ananya Mehta,22-07-1980,Male,Full-time,Division B,Operations,External,06-01-2021,15-08-2020,Senior,Contractual,Active,Assigned,05-01-2022
849798,Aarohi Jain,23-12-1967,Female,Contract,Division C,Operations,Internal,16-12-2021,18-10-2020,Mid,Temporary,Active,Unassigned,11-03-2023
786568,Sai Krishna,30-09-1994,Male,Part-time,Division B,Operations,Internal,02-09-2021,04-06-2021,Senior,Permanent,Active,Assigned,26-10-2021
656813,Avni Shukla,14-07-1970,Female,Full-time,Division B,Operations,Internal,16-08-2023,07-03-2021,Senior,Temporary,Active,Unassigned,01-02-2023
905966,Aditya Kumar,12-02-2005,Female,Full-time,Division C,Operations,Internal,14-07-2022,23-02-2022,Mid,Contractual,Active,Unassigned,25-11-2022
699267,Aarav Sharma,03-11-2003,Female,Part-time,Division A,Operations,Internal,18-07-2021,21-03-2020,Mid,Temporary,Active,Unassigned,19-05-2023
377984,Riya Pandey,03-07-1999,Female,Contract,Division C,Marketing,Internal,06-11-2023,15-09-2021,Lead,Contractual,Inactive,Unassigned,18-08-2021
838393,Reyansh Gupta,26-02-1984,Male,Part-time,Division A,Operations,Internal,13-07-2020,29-09-2019,Junior,Contractual,Active,Assigned,01-07-2024
356540,Aarya Mishra,28-06-1977,Female,Contract,Division B,Marketing,Internal,26-03-2023,25-04-2022,Mid,Permanent,Active,Unassigned,16-09-2020
400894,Diya Shah,02-10-1985,Female,Part-time,Division A,Operations,Internal,03-09-2021,20-07-2021,Junior,Permanent,Inactive,Unassigned,24-10-2022
971666,Myra Kapoor,06-07-1974,Female,Part-time,Division A,Marketing,Internal,31-07-2021,06-05-2021,Senior,Contractual,Active,Unassigned,01-10-2020
175203,Vivaan Patel,24-08-1988,Female,Contract,Division A,Operations,External,29-02-2024,20-11-2023,Lead,Temporary,Active,Unassigned,16-08-2021
551021,Anika Desai,07-03-1976,Male,Full-time,Division B,Operations,External,28-02-2023,30-12-2022,Junior,Temporary,Active,Assigned,01-04-2022
215177,Aarohi Jain,28-11-1994,Female,Part-time,Division C,Marketing,Internal,24-08-2020,05-01-2020,Junior,Temporary,Active,Assigned,11-03-2024
561319,Aarya Mishra,12-02-1998,Female,Full-time,Division A,Operations,Internal,19-08-2020,28-09-2019,Mid,Contractual,Active,Unassigned,28-02-2023
722760,Krishna Nair,02-01-2006,Female,Full-time,Division A,Marketing,Internal,23-04-2023,08-03-2023,Senior,Contractual,Active,Assigned,16-04-2021
899104,Ananya Mehta,05-01-2006,Male,Part-time,Division A,Operations,External,10-12-2023,08-07-2021,Senior,Permanent,Active,Assigned,01-01-2022
868327,Aarav Sharma,14-05-1986,Female,Full-time,Division B,Operations,External,18-12-2020,28-03-2020,Lead,Temporary,Active,Assigned,31-05-2022
498314,Krishna Nair,10-12-1991,Female,Part-time,Division A,Operations,External,12-07-2021,28-08-2020,Mid,Permanent,Inactive,Unassigned,17-05-2020
517887,Ishaan Singh,23-10-1985,Male,Part-time,Division B,Operations,Internal,25-02-2022,23-11-2021,Mid,Contractual,Active,Unassigned,19-01-2024
553239,Diya Shah,11-11-2000,Female,Part-time,Division A,Operations,Internal,24-05-2023,17-05-2023,Senior,Temporary,Inactive,Unassigned,06-06-2023
702230,Myra Kapoor,25-12-1993,Male,Full-time,Division C,Operations,External,24-10-2022,28-08-2021,Senior,Contractual,Active,Assigned,16-12-2021
702621,Ishaan Singh,24-04-1986,Female,Contract,Division C,Operations,External,01-06-2022,20-09-2021,Mid,Permanent,Active,Unassigned,03-08-2023
535796,Aarya Mishra,19-11-1986,Male,Part-time,Division A,Operations,External,15-03-2020,22-07-2019,Senior,Temporary,Active,Unassigned,09-10-2023
702616,Aarohi Jain,05-10-2004,Female,Contract,Division B,Marketing,External,13-10-2022,10-05-2022,Mid,Temporary,Active,Unassigned,05-07-2020
845435,Avni Shukla,20-10-1985,Female,Part-time,Division B,Marketing,Internal,01-10-2022,04-03-2022,Junior,Permanent,Active,Unassigned,18-10-2020
753549,Ayaan Roy,25-04-1993,Male,Part-time,Division B,Marketing,Internal,30-11-2023,04-06-2021,Lead,Contractual,Inactive,Unassigned,17-12-2023
558235,Aditya Kumar,20-03-1972,Female,Full-time,Division A,Marketing,Internal,27-07-2023,12-02-2023,Junior,Permanent,Active,Unassigned,03-10-2020
749848,Vihaan Agarwal,01-04-2005,Male,Contract,Division C,Operations,External,16-03-2024,28-02-2020,Senior,Permanent,Active,Unassigned,18-04-2023
558324,Arjun Reddy,24-01-1980,Female,Contract,Division B,Marketing,External,04-09-2021,20-04-2021,Senior,Permanent,Active,Unassigned,09-01-2024
707754,Diya Shah,24-02-1980,Male,Part-time,Division B,Operations,Internal,20-05-2022,06-06-2021,Lead,Contractual,Active,Assigned,24-11-2020
953091,Aarohi Jain,23-01-1994,Female,Full-time,Division B,Marketing,Internal,08-02-2021,09-04-2020,Lead,Temporary,Active,Unassigned,25-02-2021
703496,Aarya Mishra,03-08-1985,Male,Part-time,Division C,Marketing,External,23-01-2020,08-10-2019,Junior,Contractual,Active,Unassigned,29-12-2021
885011,Ira Joshi,03-07-1977,Female,Contract,Division C,Operations,External,29-07-2021,31-05-2021,Junior,Contractual,Active,Unassigned,24-11-2022
834456,Myra Kapoor,08-09-1964,Male,Contract,Division C,Operations,External,05-03-2022,24-03-2020,Junior,Contractual,Active,Unassigned,10-08-2022
307453,Aditya Kumar,12-03-1978,Male,Contract,Division B,Marketing,External,04-02-2022,14-12-2020,Mid,Contractual,Inactive,Assigned,21-06-2024
868728,Aarohi Jain,24-03-1985,Male,Part-time,Division B,Operations,Internal,30-11-2023,02-09-2022,Senior,Temporary,Active,Unassigned,13-04-2022
113375,Arjun Reddy,13-09-1994,Male,Part-time,Division A,Operations,External,20-09-2020,10-02-2020,Junior,Permanent,Active,Assigned,25-02-2023
630321,Vihaan Agarwal,06-01-1987,Female,Full-time,Division A,Marketing,External,18-03-2021,01-10-2020,Mid,Temporary,Active,Assigned,12-05-2022
305191,Ira Joshi,10-02-1975,Female,Contract,Division A,Operations,External,25-02-2020,30-03-2019,Junior,Permanent,Active,Assigned,03-06-2024
391434,Ananya Mehta,02-09-1969,Male,Part-time,Division C,Operations,External,19-11-2023,09-07-2022,Lead,Permanent,Active,Assigned,12-03-2024
116942,Diya Shah,18-02-1964,Male,Part-time,Division C,Operations,External,17-11-2021,23-07-2021,Lead,Temporary,Active,Assigned,16-07-2024
222860,Aarav Sharma,07-10-2004,Male,Part-time,Division B,Operations,Internal,29-10-2021,20-03-2021,Senior,Permanent,Active,Assigned,29-11-2020
298835,Krishna Nair,03-07-2006,Male,Contract,Division B,Operations,External,15-11-2022,19-01-2022,Mid,Contractual,Active,Assigned,30-11-2022
293498,Diya Shah,12-02-1973,Male,Full-time,Division C,Marketing,External,09-12-2023,05-05-2023,Mid,Permanent,Active,Unassigned,13-05-2023
349246,Reyansh Gupta,16-02-1985,Female,Part-time,Division B,Operations,Internal,28-01-2024,29-11-2022,Lead,Contractual,Active,Assigned,10-11-2023
147645,Krishna Nair,01-11-1963,Male,Contract,Division C,Operations,Internal,09-08-2022,04-05-2022,Junior,Temporary,Active,Unassigned,24-03-2023
875992,Aarya Mishra,13-04-1973,Male,Full-time,Division A,Operations,Internal,29-09-2021,13-04-2021,Lead,Contractual,Active,Assigned,28-12-2023
896383,Avni Shukla,03-02-1988,Female,Full-time,Division C,Marketing,Internal,15-07-2022,29-07-2020,Lead,Contractual,Active,Assigned,20-12-2022
779905,Vivaan Patel,06-08-1991,Female,Part-time,Division C,Operations,External,29-06-2024,26-03-2021,Lead,Temporary,Active,Unassigned,02-12-2022
278128,Riya Pandey,24-11-2000,Male,Contract,Division C,Marketing,Internal,15-06-2021,01-12-2020,Senior,Temporary,Inactive,Unassigned,08-06-2023
286664,Reyansh Gupta,11-05-1990,Male,Part-time,Division B,Operations,Internal,10-06-2024,29-10-2021,Mid,Permanent,Inactive,Unassigned,11-01-2021
519204,Krishna Nair,19-10-1966,Female,Part-time,Division C,Operations,External,27-06-2020,28-03-2020,Junior,Temporary,Inactive,Unassigned,13-07-2022
324013,Krishna Nair,26-10-1986,Female,Full-time,Division A,Operations,Internal,11-01-2020,09-10-2019,Mid,Temporary,Active,Assigned,20-09-2023
723748,Vivaan Patel,25-05-1978,Male,Part-time,Division B,Operations,External,04-03-2022,08-12-2021,Junior,Permanent,Active,Assigned,21-11-2023
681992,Aadhya Verma,27-10-1986,Female,Full-time,Division A,Marketing,Internal,21-12-2023,23-03-2022,Senior,Contractual,Inactive,Assigned,31-10-2023
412463,Ishaan Singh,06-02-2002,Female,Full-time,Division B,Operations,External,14-05-2022,09-01-2021,Junior,Contractual,Active,Assigned,01-11-2021
769899,Aarav Sharma,17-10-1980,Female,Full-time,Division C,Operations,External,02-01-2020,10-08-2019,Senior,Permanent,Active,Assigned,10-04-2021
893230,Reyansh Gupta,20-02-1978,Female,Full-time,Division B,Marketing,Internal,25-09-2022,24-02-2021,Mid,Permanent,Inactive,Unassigned,06-12-2023
956190,Diya Shah,30-01-1978,Male,Part-time,Division A,Operations,External,22-03-2024,17-05-2020,Mid,Temporary,Active,Unassigned,02-09-2020
574489,Krishna Nair,10-11-1995,Female,Full-time,Division A,Marketing,External,25-02-2020,11-03-2019,Mid,Permanent,Active,Unassigned,20-12-2020
423212,Myra Kapoor,16-01-1986,Female,Contract,Division B,Marketing,Internal,25-05-2022,26-02-2020,Senior,Permanent,Active,Unassigned,20-03-2021
268228,Ananya Mehta,03-04-1974,Male,Full-time,Division C,Operations,Internal,07-08-2022,06-08-2021,Senior,Contractual,Active,Unassigned,19-04-2020
765139,Ayaan Roy,13-03-1971,Female,Contract,Division B,Operations,Internal,26-10-2022,10-09-2022,Junior,Permanent,Active,Assigned,15-05-2020
781688,Aarav Sharma,08-04-1992,Male,Contract,Division B,Operations,External,07-08-2021,07-04-2020,Lead,Contractual,Active,Unassigned,21-08-2022
639107,Ayaan Roy,07-09-1985,Male,Contract,Division C,Operations,External,24-02-2021,02-04-2020,Senior,Contractual,Inactive,Assigned,31-01-2024
991543,Aarya Mishra,27-11-1988,Male,Full-time,Division C,Marketing,Internal,29-07-2022,13-03-2020,Lead,Permanent,Active,Unassigned,16-06-2023
244692,Aarya Mishra,28-04-1964,Female,Part-time,Division B,Operations,External,04-06-2023,13-12-2020,Senior,Contractual,Inactive,Unassigned,13-09-2020
672716,Riya Pandey,08-07-1976,Female,Contract,Division C,Operations,External,20-04-2024,20-07-2021,Mid,Temporary,Inactive,Assigned,16-10-2020
647851,Aarya Mishra,11-08-1965,Male,Contract,Division C,Operations,External,05-08-2021,17-09-2020,Lead,Temporary,Active,Unassigned,05-02-2023
145981,Avni Shukla,16-03-1966,Male,Contract,Division C,Operations,Internal,14-02-2021,14-11-2020,Senior,Contractual,Inactive,Assigned,17-09-2021
825604,Anika Desai,23-10-1982,Female,Full-time,Division A,Operations,Internal,10-10-2023,19-09-2020,Mid,Contractual,Active,Assigned,24-01-2023
671632,Aarav Sharma,16-06-2006,Male,Part-time,Division A,Operations,Internal,03-06-2024,03-02-2024,Lead,Contractual,Inactive,Unassigned,04-02-2024
247552,Ananya Mehta,10-03-1966,Male,Contract,Division A,Marketing,Internal,17-06-2021,25-02-2021,Junior,Permanent,Active,Unassigned,19-03-2023
791967,Aarohi Jain,06-01-1977,Male,Part-time,Division A,Operations,External,17-06-2021,18-10-2020,Lead,Permanent,Inactive,Assigned,10-01-2021
631052,Arjun Reddy,07-08-1992,Male,Full-time,Division B,Operations,External,25-05-2023,24-08-2022,Lead,Permanent,Active,Assigned,22-08-2021
835698,Anika Desai,19-05-1990,Female,Full-time,Division C,Marketing,External,18-09-2022,15-08-2020,Senior,Contractual,Inactive,Unassigned,07-12-2022
129004,Avni Shukla,11-01-1990,Male,Contract,Division C,Operations,Internal,30-03-2020,15-08-2019,Junior,Temporary,Active,Assigned,27-11-2022
594777,Aadhya Verma,23-10-1972,Female,Full-time,Division C,Operations,Internal,03-06-2020,24-06-2019,Lead,Contractual,Active,Assigned,31-10-2020
367729,Aadhya Verma,06-03-1976,Female,Full-time,Division C,Marketing,External,04-07-2022,02-06-2022,Mid,Temporary,Active,Assigned,03-03-2021
490449,Riya Pandey,17-11-2002,Male,Part-time,Division A,Operations,Internal,19-07-2020,20-05-2020,Junior,Temporary,Inactive,Unassigned,14-05-2024
976707,Anika Desai,06-05-1967,Male,Part-time,Division A,Marketing,Internal,24-02-2021,13-07-2020,Mid,Temporary,Active,Unassigned,28-05-2023
727821,Aarohi Jain,08-04-1983,Male,Contract,Division A,Marketing,Internal,23-12-2021,17-11-2021,Junior,Permanent,Active,Assigned,06-03-2020
609388,Reyansh Gupta,22-01-2006,Female,Full-time,Division B,Operations,External,07-03-2023,30-07-2022,Lead,Contractual,Active,Unassigned,04-01-2020
117229,Aarohi Jain,06-10-1993,Female,Contract,Division A,Operations,Internal,04-07-2021,22-09-2020,Senior,Permanent,Inactive,Unassigned,26-11-2020
155341,Ishaan Singh,08-09-1967,Female,Part-time,Division B,Operations,Internal,09-04-2024,14-04-2022,Junior,Contractual,Active,Assigned,07-02-2020
280063,Myra Kapoor,20-09-1992,Male,Part-time,Division B,Marketing,Internal,24-07-2021,26-11-2020,Senior,Permanent,Active,Assigned,24-12-2020
301862,Aarav Sharma,26-06-1989,Female,Full-time,Division A,Marketing,Internal,16-11-2023,04-11-2023,Mid,Permanent,Active,Assigned,09-01-2021
911133,Aarya Mishra,09-08-1997,Male,Part-time,Division B,Operations,External,31-01-2021,14-04-2020,Junior,Permanent,Inactive,Assigned,19-05-2023
655848,Sai Krishna,17-06-1976,Female,Part-time,Division A,Operations,Internal,26-01-2021,28-06-2020,Mid,Permanent,Active,Unassigned,04-05-2022
959603,Aarohi Jain,26-02-1985,Male,Contract,Division A,Marketing,Internal,21-08-2023,12-10-2022,Mid,Permanent,Active,Unassigned,07-04-2020
247726,Diya Shah,29-06-1970,Male,Full-time,Division C,Operations,Internal,09-02-2020,20-12-2019,Lead,Contractual,Active,Assigned,19-05-2020
197180,Aarav Sharma,30-11-1974,Female,Full-time,Division B,Marketing,Internal,26-11-2023,24-02-2021,Lead,Temporary,Active,Assigned,05-01-2024
793736,Avni Shukla,14-03-1976,Female,Full-time,Division C,Operations,External,01-03-2023,05-03-2021,Junior,Permanent,Inactive,Unassigned,23-06-2022
276155,Ayaan Roy,24-11-1964,Female,Contract,Division B,Operations,External,21-08-2022,31-01-2020,Junior,Contractual,Active,Unassigned,09-07-2022
566165,Avni Shukla,08-03-1994,Female,Contract,Division C,Marketing,External,02-08-2023,25-02-2023,Mid,Permanent,Active,Assigned,22-06-2021
547163,Aadhya Verma,12-05-1994,Female,Part-time,Division C,Marketing,Internal,02-10-2020,24-09-2020,Mid,Permanent,Active,Assigned,16-01-2023
565901,Vihaan Agarwal,21-10-1971,Male,Full-time,Division C,Marketing,External,27-04-2022,11-10-2021,Lead,Permanent,Active,Unassigned,14-09-2021
670718,Aadhya Verma,06-10-1992,Male,Part-time,Division A,Marketing,Internal,21-08-2020,07-05-2020,Junior,Temporary,Active,Unassigned,13-11-2020
391514,Reyansh Gupta,30-04-1975,Female,Full-time,Division B,Operations,External,01-11-2021,11-06-2020,Senior,Contractual,Active,Assigned,21-01-2021
571676,Riya Pandey,26-05-1965,Male,Contract,Division A,Operations,External,12-09-2023,02-04-2020,Lead,Permanent,Active,Unassigned,17-06-2022
224075,Sai Krishna,31-01-1991,Male,Full-time,Division B,Operations,External,22-12-2020,12-09-2020,Senior,Temporary,Active,Unassigned,13-11-2023
215827,Aadhya Verma,05-04-1987,Female,Part-time,Division B,Operations,Internal,05-08-2021,06-08-2020,Mid,Contractual,Inactive,Unassigned,02-02-2021
166307,Diya Shah,27-02-1967,Female,Contract,Division A,Operations,External,15-06-2023,30-01-2021,Mid,Permanent,Active,Assigned,28-03-2023
909834,Reyansh Gupta,12-01-1990,Female,Contract,Division A,Marketing,External,21-03-2020,27-05-2019,Junior,Permanent,Active,Assigned,20-12-2023
235650,Aarya Mishra,21-06-2001,Female,Part-time,Division C,Operations,External,15-07-2022,27-06-2022,Lead,Temporary,Active,Unassigned,14-11-2020
908225,Ananya Mehta,05-03-2004,Female,Part-time,Division B,Operations,Internal,18-02-2021,27-07-2020,Mid,Permanent,Active,Unassigned,14-04-2022
604869,Vihaan Agarwal,24-03-1985,Female,Contract,Division B,Operations,External,07-07-2022,19-09-2021,Lead,Permanent,Inactive,Assigned,25-05-2024
499122,Ira Joshi,21-04-1990,Male,Part-time,Division B,Marketing,Internal,12-04-2024,21-12-2021,Lead,Temporary,Inactive,Unassigned,19-10-2021
829108,Avni Shukla,19-05-1988,Male,Part-time,Division C,Operations,Internal,06-05-2024,25-10-2020,Junior,Permanent,Active,Unassigned,17-10-2023
